project,action,seine_id,date,work_area,survey,site_id,hakai_id,semsp_id,jsp_survey_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,date_processed,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,analysis_planned,dissection_status,lice_collection_protocol,lice_id_protocol,analyzing_lab,quality_level,comments,quality_log
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U1919,2016-05-27-D22-SO-28,DE288,SO,NA,NA,NA,NA,NA,NA,2016-09-26,NONE,PRESENT,7.9,NA,94,NA,NA,NA,BJ,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U1920,2016-05-27-D22-SO-29,DE288,SO,NA,NA,NA,NA,NA,NA,2016-09-26,NONE,PRESENT,7.1,NA,84,NA,NA,NA,BJ,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U4484,2016-05-27-D22-SO-30,DE288,SO,NA,NA,NA,NA,NA,NA,2017-10-05,NONE,PRESENT,9.8,96,NA,NA,Kidney fell on a cryotube in cool rack. extra muscle stored at -20 overnight,NA,JG,FULL WORK-UP 2,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U2011,2016-05-27-D09-SO-1,DE290,SO,NA,NA,NA,NA,NA,NA,2016-10-01,NONE,PRESENT,7.7,NA,92,NA,Heart RNA well contaminated by RNA ID 19B5.,NA,CVJ,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U1960,2016-05-27-D09-SO-2,DE290,SO,NA,NA,NA,NA,NA,NA,2016-10-01,NONE,PRESENT,6.2,NA,90,NA,NA,NA,BJ,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U1959,2016-05-27-D09-SO-3,DE290,SO,NA,NA,NA,NA,NA,NA,2016-10-01,NONE,PRESENT,6.6,NA,84,NA,NA,NA,BJ,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U2013,2016-05-27-D09-SO-4,DE290,SO,NA,NA,NA,NA,NA,NA,2016-10-01,NONE,PRESENT,8.1,NA,96,NA,NA,NA,CVJ,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U2021,2016-05-27-D09-SO-5,DE290,SO,NA,NA,NA,NA,NA,NA,2016-10-01,NONE,PRESENT,7.2,NA,90,NA,NA,NA,BJ,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U2012,2016-05-27-D09-SO-6,DE290,SO,NA,NA,NA,NA,NA,NA,2016-10-01,NONE,PRESENT,5.5,NA,84,NA,Fork length estimated.,NA,CVJ,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4212,2016-05-27-D09-SO-7,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,6.9,88,93,NA,Heart RNA is contaminated,NA,BJ,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U2014,2016-05-27-D09-SO-8,DE290,SO,NA,NA,NA,NA,NA,NA,2016-10-01,NONE,PRESENT,8.6,NA,109,NA,NA,NA,CVJ,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4187,2016-05-27-D09-SO-9,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,5.7,80,85,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4192,2016-05-27-D09-SO-10,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,7.6,91,NA,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4209,2016-05-27-D09-SO-11,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,7.1,88,93,NA,NA,NA,BJ,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U2015,2016-05-27-D09-SO-12,DE290,SO,NA,NA,NA,NA,NA,NA,2016-10-01,NONE,PRESENT,9.1,NA,110,NA,NA,NA,CVJ,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U2016,2016-05-27-D09-SO-13,DE290,SO,NA,NA,NA,NA,NA,NA,2016-10-01,NONE,PRESENT,8.5,NA,98,NA,NA,NA,CVJ,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4309,2016-05-27-D09-SO-14,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,9.1,95,100,NA,NA,5 cal bs and 3 cal as attached.,CVJ,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U2022,2016-05-27-D09-SO-15,DE290,SO,NA,NA,NA,NA,NA,NA,2016-10-01,NONE,PRESENT,5.3,NA,81,NA,Missing scales,NA,BJ,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4188,2016-05-27-D09-SO-16,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,8.1,91,95,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4313,2016-05-27-D09-SO-17,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,8,90,NA,NA,NA,NA,CVJ,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4210,2016-05-27-D09-SO-18,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,7.1,88,93,NA,"Dropped fish on the table, forget to take the stomach",NA,BJ,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4311,2016-05-27-D09-SO-19,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,8.2,95,100,NA,NA,2 cal bs,CVJ,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4193,2016-05-27-D09-SO-20,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,9.8,98,102,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4186,2016-05-27-D09-SO-21,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,6.5,81,87,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4185,2016-05-27-D09-SO-22,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,8,91,96,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4195,2016-05-27-D09-SO-23,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-19,NONE,PRESENT,6.3,82,87,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4310,2016-05-27-D09-SO-24,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,8.5,94,99,NA,NA,NA,CVJ,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4191,2016-05-27-D09-SO-25,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,8,91,94,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4194,2016-05-27-D09-SO-26,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,7.2,88,93,NA,NA,Nematode on stomach,JG,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4189,2016-05-27-D09-SO-27,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,10,101,106,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4190,2016-05-27-D09-SO-28,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,7.2,83,NA,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4312,2016-05-27-D09-SO-29,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,7.1,82,NA,NA,NA,NA,CVJ,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4211,2016-05-27-D09-SO-30,DE290,SO,NA,NA,NA,NA,NA,NA,2017-09-18,NONE,PRESENT,7.8,91,97,NA,NA,NA,BJ,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3755,2016-05-27-D22-PI-1,DE288,PI,NA,NA,NA,NA,NA,NA,2017-02-14,NONE,PRESENT,6.2,89,NA,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3752,2016-05-27-D22-PI-2,DE288,PI,NA,NA,NA,NA,NA,NA,2017-02-14,NONE,PRESENT,7.9,95,99,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3757,2016-05-27-D22-PI-3,DE288,PI,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,7.7,94,99,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3760,2016-05-27-D22-PI-4,DE288,PI,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,8.3,95,99,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3753,2016-05-27-D22-PI-5,DE288,PI,NA,NA,NA,NA,NA,NA,2017-02-14,NONE,PRESENT,9.9,99,104,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3758,2016-05-27-D22-PI-6,DE288,PI,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,6.7,87,92,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3761,2016-05-27-D22-PI-7,DE288,PI,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,7.9,94,NA,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3754,2016-05-27-D22-PI-8,DE288,PI,NA,NA,NA,NA,NA,NA,2017-02-14,NONE,PRESENT,8,92,96,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3759,2016-05-27-D22-PI-9,DE288,PI,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,9.1,97,102,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3756,2016-05-27-D22-PI-10,DE288,PI,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,4.5,77,NA,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3799,2016-05-27-D09-PI-1,DE290,PI,NA,NA,NA,NA,NA,NA,2017-02-19,NONE,PRESENT,13,109,113,NA,Only one otolith,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3798,2016-05-27-D09-PI-2,DE290,PI,NA,NA,NA,NA,NA,NA,2017-02-19,NONE,PRESENT,6.9,87,NA,NA,One otolith broken,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3800,2016-05-27-D09-PI-3,DE290,PI,NA,NA,NA,NA,NA,NA,2017-02-20,NONE,PRESENT,8.2,93,98,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3793,2016-05-27-D09-PI-4,DE290,PI,NA,NA,NA,NA,NA,NA,2017-02-19,NONE,PRESENT,10.2,98,102,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3797,2016-05-27-D09-PI-5,DE290,PI,NA,NA,NA,NA,NA,NA,2017-02-19,NONE,PRESENT,6.1,85,NA,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3795,2016-05-27-D09-PI-6,DE290,PI,NA,NA,NA,NA,NA,NA,2017-02-19,NONE,PRESENT,8.8,95,99,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3796,2016-05-27-D09-PI-7,DE290,PI,NA,NA,NA,NA,NA,NA,2017-02-19,NONE,PRESENT,8.2,95,NA,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3794,2016-05-27-D09-PI-8,DE290,PI,NA,NA,NA,NA,NA,NA,2017-02-19,NONE,PRESENT,10.6,101,105,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3792,2016-05-27-D09-PI-9,DE290,PI,NA,NA,NA,NA,NA,NA,2017-02-18,NONE,PRESENT,11.3,104,109,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3610,2016-05-27-D22-CU-1,DE288,CU,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,11.6,98,103,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3606,2016-05-27-D22-CU-2,DE288,CU,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,6.6,83,88,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3605,2016-05-27-D22-CU-3,DE288,CU,NA,NA,NA,NA,NA,NA,2017-02-14,NONE,PRESENT,9.3,94,99,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3607,2016-05-27-D22-CU-4,DE288,CU,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,8.2,90,96,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3611,2016-05-27-D22-CU-5,DE288,CU,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,9.2,95,100,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3612,2016-05-27-D22-CU-6,DE288,CU,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,9,95,100,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3609,2016-05-27-D22-CU-7,DE288,CU,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,4.4,74,79,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE288N1,2016-05-27,QUADRA,DI_E,D22,U3608,2016-05-27-D22-CU-8,DE288,CU,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,8.4,92,97,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3317,2016-05-27-D09-CU-1,DE290,CU,NA,NA,NA,NA,NA,NA,2017-02-04,NONE,PRESENT,8.3,91,95,NA,NA,Liver on opposite side of stomach,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3315,2016-05-27-D09-CU-2,DE290,CU,NA,NA,NA,NA,NA,NA,2017-02-03,NONE,PRESENT,5.5,79,NA,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U2970,2016-05-27-D09-CU-3,DE290,CU,NA,NA,NA,NA,NA,NA,2017-02-03,NONE,PRESENT,18.2,116,122,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3316,2016-05-27-D09-CU-4,DE290,CU,NA,NA,NA,NA,NA,NA,2017-02-04,NONE,PRESENT,3.7,69,74,NA,NA,Tiny fish,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U2972,2016-05-27-D09-CU-5,DE290,CU,NA,NA,NA,NA,NA,NA,2017-02-03,NONE,PRESENT,17.4,116,122,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3314,2016-05-27-D09-CU-6,DE290,CU,NA,NA,NA,NA,NA,NA,2017-02-03,NONE,PRESENT,12.9,105,110,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U2974,2016-05-27-D09-CU-7,DE290,CU,NA,NA,NA,NA,NA,NA,2017-02-03,NONE,PRESENT,11.3,102,107,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3313,2016-05-27-D09-CU-8,DE290,CU,NA,NA,NA,NA,NA,NA,2017-02-03,NONE,PRESENT,13.5,107,113,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U2971,2016-05-27-D09-CU-9,DE290,CU,NA,NA,NA,NA,NA,NA,2017-02-03,NONE,PRESENT,8.3,92,96,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U2973,2016-05-27-D09-CU-10,DE290,CU,NA,NA,NA,NA,NA,NA,2017-02-03,NONE,PRESENT,15.9,114,119,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3976,2016-05-27-D09-HE-1,DE290,HE,NA,NA,NA,NA,NA,NA,2017-03-12,NONE,PRESENT,13.5,109,NA,NA,NA,NA,CVJ,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U3977,2016-05-27-D09-HE-2,DE290,HE,NA,NA,NA,NA,NA,NA,2017-03-12,NONE,PRESENT,17.6,119,125,NA,NA,NA,CVJ,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4008,2016-05-27-D09-HE-3,DE290,HE,NA,NA,NA,NA,NA,NA,2017-03-13,NONE,PRESENT,20,119,125,NA,1 broken otolith,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE290N2,2016-05-27,QUADRA,DI_C,D09,U4009,2016-05-27-D09-HE-4,DE290,HE,NA,NA,NA,NA,NA,NA,2017-03-13,NONE,PRESENT,13.7,109,114,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE292N1,2016-06-01,QUADRA,DI_C,D09,U4627,2016-06-01-D09-SO-1,DE292,SO,NA,NA,NA,NA,NA,NA,2017-10-11,NONE,PRESENT,7.7,91,NA,NA,Stomach broke in half,NA,JG,FULL WORK-UP 2,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE292N1,2016-06-01,QUADRA,DI_C,D09,U4636,2016-06-01-D09-SO-2,DE292,SO,NA,NA,NA,NA,NA,NA,2017-10-11,NONE,PRESENT,9.2,93,98,NA,Heart touched chamois,NA,MF,FULL WORK-UP 2,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE292N1,2016-06-01,QUADRA,DI_C,D09,U4657,2016-06-01-D09-SO-3,DE292,SO,NA,NA,NA,NA,NA,NA,2017-10-11,NONE,PRESENT,7.7,92,98,NA,NA,"Lesion on bottom, cut, slash",CVJ,FULL WORK-UP 2,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
